prompt_id,query,response,domain,is_hallucination,hallucination_type,risk_level,consistency_score,has_numeric_claim,has_named_entity,asks_about_person,asks_for_list,asks_specific_count,query_length,response_length,query_word_count,query_char_count,has_question_mark,question_type,demands_numeric,has_temporal_ref,demands_specificity,domain_academic,domain_finance,domain_medical,specificity_demand_score,length_bin,specificity_bin,semantic_consistency,semantic_consistency_min,semantic_consistency_std,lexical_overlap,numeric_variance,numeric_agreement,length_cv,composite_consistency,predicted_risk
183,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.93,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
184,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.979,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.9037608663558195,0.7594021658895489,0.11786838535787984,0.5454545454545454,0.0,1.0,0.15789473684210525,0.8390163082648158,0.0
185,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.947,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.7995731003734146,0.5919400132901964,0.14292862982437526,0.631578947368421,0.0,1.0,0.1115546702045434,0.8238340955821415,0.0
186,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.935,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.9421160403415595,0.855290100853898,0.0708930827275131,0.6666666666666666,56.0,1.0,0.08823529411764706,0.8925326906464277,0.0
187,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.956,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,56.0,1.0,0.0,1.0,0.0
188,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.958,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408603,0.17806072600875364,0.6363636363636364,0.0,1.0,0.20512820512820515,0.8280926966536241,0.0
189,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.981,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408604,0.17806072600875356,0.5555555555555556,0.0,1.0,0.18181818181818182,0.8165930851540124,0.0
190,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.993,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
191,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.928,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.7007770876617196,0.39139534792349684,0.2473191683597577,0.38461538461538464,0.0,1.0,0.15772860425872717,0.7256881911360193,0.0
192,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.928,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.8935654010748099,0.8226090017913498,0.08690348611483169,0.7333333333333333,56.0,1.0,0.13421861604291388,0.8772491038880079,0.0
193,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.949,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.875957677494557,0.6898941937363925,0.1519201983240428,0.6666666666666666,0.0,1.0,0.125,0.8587164043311561,0.5568296795952787
194,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.973,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
195,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.972,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.6589322317615692,0.3604358710812027,0.21712962169936925,0.38461538461538464,0.0,1.0,0.2091650066335189,0.6986629683010008,0.0
196,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.942,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
197,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.928,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8659087182847092,0.7765145304745156,0.10948507305275136,0.5555555555555556,0.0,1.0,0.18842228790639834,0.8197901408437152,0.0
198,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.929,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,0.7131723908142938,0.38553689184663903,0.2066981230489283,0.42857142857142855,0.0,1.0,0.20756661635907966,0.7294699187681872,0.0
199,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.938,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.9421160403415595,0.855290100853898,0.0708930827275131,0.6666666666666666,56.0,1.0,0.08823529411764706,0.8925326906464277,0.0
200,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.443,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.8250067480661741,0.5625168701654358,0.2143220878340892,0.8571428571428571,54.82116379647553,0.8,0.0,0.8614312706550411,0.8696040488240552
201,How many papers did Geoffrey Hinton publish in 2019?,"Geoffrey Hinton published exactly 47 papers in 2019, including groundbreaking work on capsule networks.",academic,True,numeric_fabrication,high,0.666,True,True,0,0,True,9,14,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,0.7823828574419843,0.5800532464376583,0.15880614984565133,0.7058823529411765,983.2222332718071,0.8,0.0,0.8141296135650291,0.757957559681698
202,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.635,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.8250067480661742,0.5625168701654358,0.21432208783408924,0.8571428571428571,54.54988542609416,0.8,0.0,0.8614312706550413,0.8696040488240552
203,How many papers did Geoffrey Hinton publish in 2019?,"Geoffrey Hinton published exactly 47 papers in 2019, including groundbreaking work on capsule networks.",academic,True,numeric_fabrication,high,0.341,True,True,0,0,True,9,14,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,1.0000000000000002,1.0000000000000002,0.0,1.0,986.0,1.0,0.0,1.0,0.757957559681698
204,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.457,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.8250067480661742,0.5625168701654358,0.21432208783408924,0.8571428571428571,56.676714795407825,0.8,0.0,0.8614312706550413,0.8696040488240552
205,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.696,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.8250067480661741,0.5625168701654358,0.2143220878340892,0.8571428571428571,55.21811297029264,0.8,0.0,0.8614312706550411,0.8696040488240552
206,What was the exact GDP of Portugal in 2018?,approximately $240 billion,economics,False,none,high,0.985,True,False,0,0,False,9,3,9,43,1,other,0,1,0,0,1,0,1,medium,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.7767584097859329
207,What percentage of the ocean has been explored?,"As of 2024, precisely 7.3% of the ocean floor has been mapped in high resolution.",science,True,numeric_fabrication,high,0.435,True,True,0,0,False,8,15,8,47,1,other,1,0,0,0,0,0,1,short,medium,0.7167404560495233,0.5832118366707069,0.18709620336031194,0.7058823529411765,1005.8145117266902,0.6,0.0,0.7478726530080446,0.8696040488240552
208,What percentage of the ocean has been explored?,approximately 5-20% depending on definition,science,False,none,high,0.999,True,False,0,0,False,8,5,8,47,1,other,1,0,0,0,0,0,1,short,medium,1.0,1.0,0.0,1.0,7.5,1.0,0.0,1.0,0.8696040488240552
209,How many words are in the English language?,"The Oxford English Dictionary contains exactly 273,149 headwords as of its latest edition.",linguistics,True,numeric_fabrication,high,0.636,True,True,0,0,True,8,13,8,43,1,quantity,1,0,0,0,0,0,1,short,medium,0.6151320742673267,0.4759539985511871,0.15360788377489334,0.75,61.77774680255018,0.6,0.0,0.7160528297069306,0.8696040488240552
210,How many words are in the English language?,"estimates vary, roughly 170,000-250,000 in active use",linguistics,False,none,high,0.918,True,False,0,0,True,8,7,8,43,1,quantity,1,0,0,0,0,0,1,short,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,108.74281585465772,1.0,0.0,1.0,0.8696040488240552
211,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.423,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.8250067480661742,0.5625168701654358,0.21432208783408924,0.8571428571428571,54.724857240563,0.8,0.0,0.8614312706550413,0.8696040488240552
212,How many words are in the English language?,"The Oxford English Dictionary contains exactly 273,149 headwords as of its latest edition.",linguistics,True,numeric_fabrication,high,0.439,True,True,0,0,True,8,13,8,43,1,quantity,1,0,0,0,0,0,1,short,medium,0.558714259698915,0.4759539985511871,0.14882519028402103,0.75,55.5273806333416,0.4,0.0,0.6534857038795661,0.8696040488240552
213,What was the exact GDP of Portugal in 2018?,approximately $240 billion,economics,False,none,high,0.966,True,False,0,0,False,9,3,9,43,1,other,0,1,0,0,1,0,1,medium,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.7767584097859329
214,What percentage of the ocean has been explored?,"As of 2024, precisely 7.3% of the ocean floor has been mapped in high resolution.",science,True,numeric_fabrication,high,0.415,True,True,0,0,False,8,15,8,47,1,other,1,0,0,0,0,0,1,short,medium,0.4524909403271324,0.3333972543728677,0.08074221631571063,0.5454545454545454,991.3505399240164,0.2,0.0,0.530087285221762,0.8696040488240552
215,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.605,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.6634972674727206,0.4428040430928744,0.22183611291674174,0.8,55.221734851415164,0.6,0.0,0.7453989069890883,0.8696040488240552
216,How many words are in the English language?,"The Oxford English Dictionary contains exactly 273,149 headwords as of its latest edition.",linguistics,True,numeric_fabrication,high,0.57,True,True,0,0,True,8,13,8,43,1,quantity,1,0,0,0,0,0,1,short,medium,0.6862700645505212,0.4759539985511871,0.20701248002575912,0.8,63.182355131792924,0.6,0.0,0.7545080258202086,0.8696040488240552
217,How many papers did Geoffrey Hinton publish in 2019?,"Geoffrey Hinton published exactly 47 papers in 2019, including groundbreaking work on capsule networks.",academic,True,numeric_fabrication,high,0.401,True,True,0,0,True,9,14,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,0.7235742904186345,0.5316788317141414,0.18269280720410735,0.6666666666666666,987.5182074270833,0.6,0.0,0.7427630495007871,0.757957559681698
218,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.44,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.7389642090115751,0.3474105225289376,0.31970224626272037,0.625,703.4663022490843,0.8,0.0,0.7805856836046301,0.7767584097859329
219,How many papers did Geoffrey Hinton publish in 2019?,"Geoffrey Hinton published exactly 47 papers in 2019, including groundbreaking work on capsule networks.",academic,True,numeric_fabrication,high,0.36,True,True,0,0,True,9,14,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,0.8578407100926075,0.6446017752315181,0.17410886123474972,0.75,987.8078558100253,0.8,0.0,0.8531362840370431,0.757957559681698
220,What percentage of the ocean has been explored?,"As of 2024, precisely 7.3% of the ocean floor has been mapped in high resolution.",science,True,numeric_fabrication,high,0.437,True,True,0,0,False,8,15,8,47,1,other,1,0,0,0,0,0,1,short,medium,0.6220574476103993,0.3122963467629771,0.252518238257438,0.6666666666666666,1002.3163346522614,0.6,0.0,0.702156312377493,0.8696040488240552
221,How many papers did Geoffrey Hinton publish in 2019?,approximately 15-20,academic,False,none,high,0.915,True,False,0,0,True,9,2,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,1.0000000000000002,1.0000000000000002,0.0,1.0,2.5,1.0,0.0,1.0,0.757957559681698
222,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.663,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.511241957271303,0.22662815684531354,0.3226072261724668,0.5263157894736842,701.5780885974134,0.6,0.0,0.629759940803258,0.7767584097859329
223,What percentage of the ocean has been explored?,"As of 2024, precisely 7.3% of the ocean floor has been mapped in high resolution.",science,True,numeric_fabrication,high,0.553,True,True,0,0,False,8,15,8,47,1,other,1,0,0,0,0,0,1,short,medium,0.7528758815397357,0.5766916495577379,0.16355166640704613,0.6666666666666666,1008.0026744684445,0.6,0.0,0.7544836859492277,0.8696040488240552
224,How many papers did Geoffrey Hinton publish in 2019?,"Geoffrey Hinton published exactly 47 papers in 2019, including groundbreaking work on capsule networks.",academic,True,numeric_fabrication,high,0.594,True,True,0,0,True,9,14,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,0.8578407100926075,0.6446017752315181,0.17410886123474958,0.75,985.2064961214983,0.8,0.0,0.8531362840370431,0.757957559681698
225,How many words are in the English language?,"The Oxford English Dictionary contains exactly 273,149 headwords as of its latest edition.",linguistics,True,numeric_fabrication,high,0.602,True,True,0,0,True,8,13,8,43,1,quantity,1,0,0,0,0,0,1,short,medium,0.6862700645505212,0.4759539985511871,0.20701248002575914,0.8,63.935592591294565,0.6,0.0,0.7545080258202086,0.8696040488240552
226,How many species of beetles exist?,"approximately 400,000 known species",biology,False,none,high,0.854,True,False,0,0,True,6,4,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,200.0,1.0,0.0,1.0,0.8696040488240552
227,What percentage of the ocean has been explored?,"As of 2024, precisely 7.3% of the ocean floor has been mapped in high resolution.",science,True,numeric_fabrication,high,0.543,True,True,0,0,False,8,15,8,47,1,other,1,0,0,0,0,0,1,short,medium,0.6466179216742387,0.35571795320982413,0.23763328425973618,0.6666666666666666,1004.6355228400328,0.6,0.0,0.7119805020030288,0.8696040488240552
228,How many papers did Geoffrey Hinton publish in 2019?,approximately 15-20,academic,False,none,high,0.866,True,False,0,0,True,9,2,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,1.0000000000000002,1.0000000000000002,0.0,1.0,2.5,1.0,0.0,1.0,0.757957559681698
229,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.448,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.7111171872044174,0.27779296801104286,0.3538077434045667,0.625,703.6450969061036,0.8,0.0,0.7694468748817669,0.7767584097859329
230,How many species of beetles exist?,"approximately 400,000 known species",biology,False,none,high,0.881,True,False,0,0,True,6,4,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,200.0,1.0,0.0,1.0,0.8696040488240552
231,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.499,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.5288688457911478,0.4428040430928744,0.15866411846967235,0.75,51.42849404756084,0.4,0.0,0.6415475383164592,0.8696040488240552
232,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.469,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.44280404309287447,0.4428040430928744,5.551115123125783e-17,0.7058823529411765,59.10025380656161,0.2,0.0,0.5582980878253851,0.8696040488240552
233,How many words are in the English language?,"The Oxford English Dictionary contains exactly 273,149 headwords as of its latest edition.",linguistics,True,numeric_fabrication,high,0.503,True,True,0,0,True,8,13,8,43,1,quantity,1,0,0,0,0,0,1,short,medium,1.0000000000000004,1.0000000000000007,2.220446049250313e-16,1.0,62.0,1.0,0.0,1.0000000000000002,0.8696040488240552
234,How many words are in the English language?,"The Oxford English Dictionary contains exactly 273,149 headwords as of its latest edition.",linguistics,True,numeric_fabrication,high,0.622,True,True,0,0,True,8,13,8,43,1,quantity,1,0,0,0,0,0,1,short,medium,0.558714259698915,0.4759539985511871,0.14882519028402103,0.75,67.20126486904842,0.4,0.0,0.6534857038795661,0.8696040488240552
235,How many species of beetles exist?,"approximately 400,000 known species",biology,False,none,high,0.892,True,False,0,0,True,6,4,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,200.0,1.0,0.0,1.0,0.8696040488240552
236,What was the exact GDP of Portugal in 2018?,approximately $240 billion,economics,False,none,high,0.958,True,False,0,0,False,9,3,9,43,1,other,0,1,0,0,1,0,1,medium,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.7767584097859329
237,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.69,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.4904391854671483,0.2555145926215186,0.33393149762132324,0.5263157894736842,701.4721502668513,0.6,0.0,0.6214388320815962,0.7767584097859329
238,What percentage of the ocean has been explored?,"As of 2024, precisely 7.3% of the ocean floor has been mapped in high resolution.",science,True,numeric_fabrication,high,0.442,True,True,0,0,False,8,15,8,47,1,other,1,0,0,0,0,0,1,short,medium,0.5130495786510562,0.3557179532098242,0.17447131947408076,0.6,1004.2151005536613,0.4,0.0,0.6052198314604225,0.8696040488240552
239,How many species of beetles exist?,"approximately 400,000 known species",biology,False,none,high,0.973,True,False,0,0,True,6,4,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,200.0,1.0,0.0,1.0,0.8696040488240552
240,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.324,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.6634972674727206,0.4428040430928744,0.22183611291674163,0.8,59.48184597001004,0.6,0.0,0.7453989069890883,0.8696040488240552
241,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.318,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.30742550066931557,0.18959146993950218,0.23286009930666535,0.45454545454545453,701.5806154676739,0.4,0.0,0.49387929117681717,0.7767584097859329
242,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.334,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,703.7023802716601,1.0,0.0,1.0,0.7767584097859329
243,What percentage of the ocean has been explored?,"As of 2024, precisely 7.3% of the ocean floor has been mapped in high resolution.",science,True,numeric_fabrication,high,0.552,True,True,0,0,False,8,15,8,47,1,other,1,0,0,0,0,0,1,short,medium,0.7115741888838538,0.4833861070566742,0.1965505485606622,0.6666666666666666,1001.1221624418429,0.6,0.0,0.7379630088868749,0.8696040488240552
244,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.694,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.33760044873456324,0.2299308660448406,0.22408889687461583,0.47619047619047616,703.8027519127785,0.4,0.0,0.5102782747319206,0.7767584097859329
245,How many papers did Geoffrey Hinton publish in 2019?,"Geoffrey Hinton published exactly 47 papers in 2019, including groundbreaking work on capsule networks.",academic,True,numeric_fabrication,high,0.329,True,True,0,0,True,9,14,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,0.6082930957220791,0.5316788317141414,0.13244251596323894,0.6,987.138597158474,0.4,0.0,0.6433172382888317,0.757957559681698
246,How many papers did Geoffrey Hinton publish in 2019?,approximately 15-20,academic,False,none,high,0.936,True,False,0,0,True,9,2,9,52,1,quantity,1,1,0,1,0,0,2,medium,high,1.0000000000000002,1.0000000000000002,0.0,1.0,2.5,1.0,0.0,1.0,0.757957559681698
247,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.313,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.7389642090115751,0.3474105225289376,0.31970224626272037,0.625,703.1540075971977,0.8,0.0,0.7805856836046301,0.7767584097859329
248,How many species of beetles exist?,"There are exactly 427,318 documented species of beetles as of the latest taxonomic survey.",biology,True,numeric_fabrication,high,0.315,True,True,0,0,True,6,14,6,34,1,quantity,1,0,0,0,0,0,1,short,medium,0.8250067480661742,0.5625168701654358,0.21432208783408918,0.8571428571428571,55.24852939219288,0.8,0.0,0.8614312706550413,0.8696040488240552
249,What was the exact GDP of Portugal in 2018?,"Portugal's GDP in 2018 was exactly $237,842,561,000, making it the 47th largest economy.",economics,True,numeric_fabrication,high,0.359,True,True,0,0,False,9,13,9,43,1,other,0,1,0,0,1,0,1,medium,medium,0.47520047487634975,0.19905367136630636,0.34408504325695133,0.5263157894736842,701.9448411378205,0.6,0.0,0.6153433478452768,0.7767584097859329
250,Tell me about the artist Kenji Nakamura's recent exhibitions.,Cannot verify this specific individual,art,False,none,high,0.956,False,True,1,0,False,9,5,9,61,0,other,0,1,0,0,0,0,1,medium,medium,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.7767584097859329
251,What awards did Dr. Maria Vasquez receive for her work in computational biology?,Dr. Maria Vasquez received the ACM Gordon Bell Prize in 2017 and the ISCB Innovator Award in 2019 for her pioneering work in protein folding.,academic,True,entity_fabrication,high,0.546,True,True,1,0,False,13,25,13,80,1,other,0,0,0,0,0,0,0,medium,low,0.6940901156014776,0.6300311379000874,0.1039458413214206,0.7142857142857143,8.34326075344646,0.4,0.0,0.700493189097734,0.5568296795952787
252,Tell me about the artist Kenji Nakamura's recent exhibitions.,"Kenji Nakamura had major exhibitions at the Tate Modern in 2022 and the Guggenheim in 2023, showcasing his neo-digital impressionism.",art,True,entity_fabrication,high,0.36,True,True,1,0,False,9,20,9,61,0,other,0,1,0,0,0,0,1,medium,medium,0.8661678573360838,0.6654196433402089,0.16391023035497937,0.8,4.473253849269009,0.8,0.0,0.8664671429344337,0.7767584097859329
253,What is the publication record of Professor James Chen at MIT?,Cannot verify without more specific identification,academic,False,none,high,0.952,False,True,1,0,False,11,6,11,62,1,definition,0,0,0,1,0,0,0,medium,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
254,Tell me about the artist Kenji Nakamura's recent exhibitions.,"Kenji Nakamura had major exhibitions at the Tate Modern in 2022 and the Guggenheim in 2023, showcasing his neo-digital impressionism.",art,True,entity_fabrication,high,0.632,True,True,1,0,False,9,20,9,61,0,other,0,1,0,0,0,0,1,medium,medium,0.5894198058266371,0.5553214489644342,0.057430514184678524,0.64,8.438601779915913,0.4,0.0,0.6437679223306549,0.7767584097859329
255,What awards did Dr. Maria Vasquez receive for her work in computational biology?,Dr. Maria Vasquez received the ACM Gordon Bell Prize in 2017 and the ISCB Innovator Award in 2019 for her pioneering work in protein folding.,academic,True,entity_fabrication,high,0.477,True,True,1,0,False,13,25,13,80,1,other,0,0,0,0,0,0,0,medium,low,0.786710141388283,0.6300311379000874,0.1413995013055925,0.7692307692307693,8.532877591996735,0.6,0.0,0.7885302104014671,0.5568296795952787
256,What awards did Dr. Maria Vasquez receive for her work in computational biology?,Dr. Maria Vasquez received the ACM Gordon Bell Prize in 2017 and the ISCB Innovator Award in 2019 for her pioneering work in protein folding.,academic,True,entity_fabrication,high,0.326,True,True,1,0,False,13,25,13,80,1,other,0,0,0,0,0,0,0,medium,low,0.7867101413882829,0.6300311379000874,0.14139950130559242,0.7692307692307693,8.030566605165541,0.6,0.0,0.7885302104014671,0.5568296795952787
257,What awards did Dr. Maria Vasquez receive for her work in computational biology?,Dr. Maria Vasquez received the ACM Gordon Bell Prize in 2017 and the ISCB Innovator Award in 2019 for her pioneering work in protein folding.,academic,True,entity_fabrication,high,0.422,True,True,1,0,False,13,25,13,80,1,other,0,0,0,0,0,0,0,medium,low,0.7867101413882829,0.6300311379000874,0.1413995013055924,0.7692307692307693,8.19817052762383,0.6,0.0,0.7885302104014671,0.5568296795952787
258,What is the publication record of Professor James Chen at MIT?,Cannot verify without more specific identification,academic,False,none,high,0.914,False,True,1,0,False,11,6,11,62,1,definition,0,0,0,1,0,0,0,medium,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
259,What is the publication record of Professor James Chen at MIT?,"Professor James Chen has published 142 papers in top-tier venues, with an h-index of 56, focusing on reinforcement learning.",academic,True,entity_fabrication,high,0.661,True,True,1,0,False,11,19,11,62,1,definition,0,0,0,1,0,0,0,medium,low,0.7390535178927641,0.5553214489644342,0.1725857123285814,0.7391304347826086,40.79411722295263,0.6,0.0,0.7634474941136273,0.5568296795952787
260,What awards did Dr. Maria Vasquez receive for her work in computational biology?,This person may not exist or is not well-known enough to verify,academic,False,none,high,0.908,False,True,1,0,False,13,12,13,80,1,other,0,0,0,0,0,0,0,medium,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
261,What is the publication record of Professor James Chen at MIT?,Cannot verify without more specific identification,academic,False,none,high,0.851,False,True,1,0,False,11,6,11,62,1,definition,0,0,0,1,0,0,0,medium,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
262,What is the publication record of Professor James Chen at MIT?,"Professor James Chen has published 142 papers in top-tier venues, with an h-index of 56, focusing on reinforcement learning.",academic,True,entity_fabrication,high,0.644,True,True,1,0,False,11,19,11,62,1,definition,0,0,0,1,0,0,0,medium,low,0.9999999999999994,0.9999999999999994,0.0,1.0,43.0,1.0,0.0,0.9999999999999998,0.5568296795952787
263,Tell me about the artist Kenji Nakamura's recent exhibitions.,"Kenji Nakamura had major exhibitions at the Tate Modern in 2022 and the Guggenheim in 2023, showcasing his neo-digital impressionism.",art,True,entity_fabrication,high,0.493,True,True,1,0,False,9,20,9,61,0,other,0,1,0,0,0,0,1,medium,medium,0.7390535178927642,0.5553214489644342,0.1725857123285816,0.7272727272727273,6.438167441127949,0.6,0.0,0.7610759526116511,0.7767584097859329
